accession,rung,arm,gain
Q13492,all,region,0
Q13492,all,region,0
Q13492,all,region,0
Q13492,all,region,0
Q13492,all,region,0
Q13492,all,region,0
Q13492,all,region,0
Q13495,all,region,0
Q13495,all,region,0
Q13495,all,region,0
Q13495,all,control,0
Q13495,all,control,0
Q13576,all,region,0
Q13576,all,region,0
Q13576,all,region,0
Q13576,all,region,0
Q13576,all,region,0
Q13576,all,control,0
Q13576,all,control,0
Q13576,all,control,0
Q13576,all,control,0
Q13576,all,control,0
Q13576,all,control,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,control,0
Q14157,all,control,0
Q14157,all,control,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,control,0
Q14157,all,control,0
Q14157,all,control,0
Q14157,all,control,0
Q14157,all,control,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,control,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,control,0
Q14157,all,control,0
Q14157,all,control,0
Q14157,all,control,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,control,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,control,0
Q14157,all,control,0
Q14157,all,control,0
Q14157,all,control,1
Q14157,all,control,0
Q14157,all,control,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,region,0
Q14157,all,control,0
Q14157,all,control,0
Q14157,all,control,0
Q14157,all,control,0
Q14157,all,control,0
Q14157,all,control,0
Q14157,all,region,0
Q14157,all,control,0
Q14157,all,control,0
Q14157,all,control,0
Q14676,all,region,0
Q14676,all,region,0
Q14676,all,region,0
Q14676,all,region,0
Q14676,all,region,0
Q14676,all,region,0
Q14676,all,region,0
Q14676,all,region,0
Q14676,all,region,0
Q14676,all,region,0
Q14676,all,region,0
Q14676,all,region,0
Q14676,all,control,0
Q14676,all,control,0
Q14676,all,control,0
Q14676,all,control,0
Q14676,all,control,0
Q14676,all,control,0
Q14676,all,control,0
Q14676,all,control,0
Q14676,all,control,0
Q14677,all,region,0
Q14686,all,region,0
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,region,1
Q14686,all,region,0
Q14686,all,region,0
Q14686,all,region,0
Q14686,all,region,0
Q14686,all,region,0
Q14686,all,region,0
Q14686,all,region,0
Q14686,all,region,0
Q14686,all,region,0
Q14686,all,region,0
Q14686,all,region,0
Q14686,all,region,0
Q14686,all,control,0
Q14686,all,control,1
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,control,1
Q14686,all,control,0
Q14686,all,control,1
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,region,0
Q14686,all,region,0
Q14686,all,region,0
Q14686,all,region,0
Q14686,all,region,1
Q14686,all,region,0
Q14686,all,region,0
Q14686,all,region,0
Q14686,all,region,1
Q14686,all,region,0
Q14686,all,region,0
Q14686,all,control,1
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,region,0
Q14686,all,region,0
Q14686,all,region,0
Q14686,all,region,0
Q14686,all,region,0
Q14686,all,region,0
Q14686,all,region,0
Q14686,all,region,0
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,control,0
Q14686,all,control,0
Q14814,all,region,0
Q14814,all,region,0
Q14814,all,region,0
Q14814,all,region,0
Q14966,all,region,0
Q14966,all,region,0
Q14966,all,region,0
Q14966,all,region,0
Q14966,all,region,0
Q14966,all,region,0
Q14966,all,region,0
Q14966,all,region,0
Q14966,all,control,0
Q14966,all,control,0
Q14966,all,control,0
Q14980,all,region,0
Q14980,all,region,0
Q14980,all,region,0
Q14980,all,region,0
Q14980,all,region,0
Q14980,all,region,0
Q14980,all,region,0
Q14980,all,region,0
Q14980,all,region,0
Q14980,all,region,0
Q14980,all,region,1
Q14980,all,region,0
Q14980,all,region,0
Q14980,all,control,1
Q14980,all,control,0
Q14980,all,control,1
Q14980,all,control,0
Q14980,all,region,0
Q14980,all,region,0
Q14980,all,region,0
Q14980,all,control,0
Q14980,all,control,0
Q14980,all,control,0
Q15058,all,region,0
Q15058,all,region,0
Q15058,all,region,0
Q15058,all,region,0
Q15058,all,control,0
Q15058,all,control,0
Q15058,all,control,0
Q15058,all,control,0
Q15058,all,control,0
Q15058,all,control,0
Q15154,all,region,0
Q15154,all,region,0
Q15154,all,region,0
Q15154,all,region,0
Q15637,all,region,1
Q15637,all,region,0
Q15637,all,region,0
Q15637,all,region,0
Q15637,all,region,0
Q15637,all,control,0
Q15637,all,control,0
Q15637,all,control,0
Q15637,all,control,0
Q15648,all,region,0
Q15648,all,region,0
Q15648,all,region,0
Q15648,all,control,0
Q15648,all,control,0
Q15648,all,control,0
Q15648,all,control,0
Q15648,all,control,0
Q15648,all,control,0
Q15648,all,control,0
Q15648,all,control,0
Q15648,all,region,0
Q15648,all,region,0
Q15648,all,region,0
Q15648,all,region,0
Q15648,all,region,0
Q15648,all,region,0
Q15648,all,region,0
Q15648,all,region,0
Q15648,all,region,0
Q15648,all,region,0
Q15648,all,region,0
Q15648,all,region,0
Q15648,all,region,0
Q15648,all,control,0
Q15648,all,control,0
Q15648,all,control,0
Q15648,all,control,0
Q15648,all,control,0
Q15648,all,control,0
Q15648,all,region,0
Q15648,all,region,0
Q15648,all,region,0
Q15648,all,region,0
Q15648,all,region,0
Q15648,all,region,0
Q15648,all,region,0
Q15648,all,region,0
Q15648,all,region,0
Q15648,all,region,0
Q15648,all,region,0
Q15648,all,control,0
Q15648,all,control,0
Q15648,all,control,0
Q15648,all,control,0
Q15648,all,control,0
Q15648,all,control,0
Q15648,all,control,0
Q15648,all,control,1
Q15648,all,control,0
Q15648,all,control,0
Q15648,all,control,0
Q15652,all,region,0
Q15652,all,control,0
Q15652,all,control,0
Q15652,all,region,0
Q15652,all,control,0
Q15652,all,control,0
Q15652,all,region,0
Q15652,all,region,0
Q15652,all,region,0
Q15652,all,control,0
Q15652,all,control,1
Q15652,all,control,0
Q15652,all,control,0
Q15652,all,control,0
Q15652,all,control,0
Q15652,all,region,0
Q15652,all,region,0
Q15652,all,region,0
Q15652,all,region,0
Q15652,all,region,0
Q15652,all,region,0
Q15652,all,region,0
Q15652,all,control,0
Q15652,all,control,0
Q15652,all,control,1
Q15652,all,control,0
Q15652,all,control,0
Q15652,all,control,0
Q15652,all,control,1
Q15652,all,control,0
Q15652,all,control,0
Q15723,all,control,0
Q15723,all,control,0
Q15942,all,region,0
Q15942,all,region,0
Q15942,all,region,0
Q15942,all,region,0
Q15942,all,region,0
Q15942,all,region,0
Q15942,all,region,0
Q15942,all,region,0
Q15942,all,region,0
Q15942,all,region,0
Q15942,all,region,0
Q15942,all,region,0
Q15942,all,region,0
Q15942,all,control,0
Q15942,all,control,0
Q15942,all,control,0
Q15942,all,control,0
Q16204,all,region,0
Q16204,all,region,0
Q16204,all,control,0
Q16204,all,control,0
Q16594,all,region,0
Q16594,all,region,0
Q2M2I8,all,region,0
Q2M2I8,all,region,0
Q2M2I8,all,region,0
Q2M2I8,all,control,0
Q2M2I8,all,control,1
Q2M2I8,all,control,0
Q4LDE5,all,region,1
Q4LDE5,all,region,0
Q4LDE5,all,region,0
Q4LDE5,all,region,0
Q4LDE5,all,control,0
Q4LDE5,all,control,0
Q4LDE5,all,control,0
Q53ET0,all,region,0
Q53ET0,all,region,0
Q5H9F3,all,control,0
Q5H9F3,all,control,0
Q5JSZ5,all,control,0
Q5JSZ5,all,control,0
Q5JSZ5,all,control,0
Q5JSZ5,all,control,0
Q5T5J6,all,region,0
Q5T5J6,all,region,0
Q5T5J6,all,control,1
Q5T5J6,all,control,0
Q5T5J6,all,control,1
Q5T5J6,all,control,0
Q5T6F2,all,region,0
Q5T6F2,all,region,0
Q5T6F2,all,region,0
Q5T6F2,all,region,0
Q5T6F2,all,region,0
Q5T6F2,all,region,0
Q5T6F2,all,control,0
Q5T6F2,all,control,0
Q5T6F2,all,control,0
Q5T6F2,all,control,0
Q5T6F2,all,region,0
Q5T6F2,all,region,0
Q5T6F2,all,region,0
Q5T6F2,all,region,0
Q5T6F2,all,region,0
Q5T6F2,all,region,0
Q5T6F2,all,region,0
Q5T6F2,all,control,0
Q5T6F2,all,control,0
Q5T6F2,all,control,0
Q5T6F2,all,region,1
Q5T6F2,all,region,0
Q5T6F2,all,region,1
Q5T6F2,all,region,0
Q5T6F2,all,control,0
Q5T6F2,all,control,0
Q5T6F2,all,region,0
Q5T6F2,all,region,0
Q5T6F2,all,region,0
Q5T6F2,all,region,0
Q5T6F2,all,region,0
Q5T6F2,all,region,0
Q5T6F2,all,region,0
Q5T6F2,all,region,0
Q5T6F2,all,region,0
Q5T6F2,all,region,0
Q5T6F2,all,control,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,control,0
Q5VT52,all,control,0
Q5VT52,all,control,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,control,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,control,0
Q5VT52,all,control,0
Q5VT52,all,control,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,region,0
Q5VT52,all,control,0
Q5VT52,all,control,0
Q5VT52,all,control,0
Q5VT52,all,control,0
Q5VT52,all,control,0
Q5VT52,all,control,0
Q5VUA4,all,region,0
Q5VUA4,all,region,0
Q5VUA4,all,region,0
Q5VUA4,all,region,0
Q5VUA4,all,region,0
Q5VUA4,all,control,0
Q5VUA4,all,control,0
Q5VUA4,all,control,0
Q5VUA4,all,control,0
Q5VUA4,all,region,0
Q5VUA4,all,region,0
Q5VUA4,all,control,0
Q5VUA4,all,control,0
Q5VWN6,all,region,0
Q5VWN6,all,region,1
Q5VWN6,all,region,0
Q5VWN6,all,region,0
Q5VWN6,all,region,1
Q5VWN6,all,control,0
Q5VWN6,all,control,0
Q5VWN6,all,region,0
Q5VWN6,all,region,0
Q5VWN6,all,region,0
Q5VWN6,all,region,0
Q5VWN6,all,region,0
Q5VWN6,all,control,0
Q5VWN6,all,control,0
Q5VWN6,all,control,0
Q68CP9,all,region,0
Q68CP9,all,region,0
Q68CP9,all,region,0
Q68CP9,all,region,0
Q68CP9,all,region,0
Q68CP9,all,region,0
Q68CP9,all,region,0
Q68CP9,all,region,0
Q68CP9,all,region,0
Q68CP9,all,region,0
Q68CP9,all,control,0
Q68CP9,all,control,0
Q68CP9,all,control,0
Q68CP9,all,control,0
Q68CP9,all,control,0
Q68CP9,all,control,0
Q68CP9,all,control,0
Q68CP9,all,control,0
Q68CP9,all,control,0
Q68CP9,all,control,0
Q68CP9,all,control,0
Q68CP9,all,control,0
Q68CP9,all,control,0
Q68CP9,all,region,0
Q68CP9,all,region,0
Q68CP9,all,region,0
Q68CP9,all,control,1
Q68CP9,all,control,0
Q68CP9,all,control,0
Q68CP9,all,control,0
Q68CP9,all,control,0
Q68CP9,all,control,0
Q68CP9,all,control,0
Q68CP9,all,control,0
Q68CP9,all,control,0
Q68CP9,all,control,0
Q68CP9,all,control,0
Q68CP9,all,control,0
Q68CP9,all,control,0
Q68CP9,all,control,0
Q68CP9,all,control,0
Q68CP9,all,control,0
Q68CP9,all,region,0
Q68CP9,all,region,0
Q68CP9,all,region,0
Q68CP9,all,region,0
Q68CP9,all,region,0
Q68CP9,all,region,0
Q68CP9,all,region,0
Q68CP9,all,region,0
Q68CP9,all,region,0
Q68CP9,all,control,0
Q68CP9,all,control,0
Q68CP9,all,control,0
Q68CP9,all,control,0
Q68CP9,all,control,0
Q6KC79,all,region,0
Q6KC79,all,region,0
Q6KC79,all,control,0
Q6KC79,all,control,0
Q6KC79,all,control,0
Q6KC79,all,region,0
Q6KC79,all,region,0
Q6KC79,all,control,1
Q6KC79,all,control,0
Q6KC79,all,control,1
Q6MZP7,all,control,0
Q6MZP7,all,control,0
Q6MZP7,all,control,0
Q6MZP7,all,control,0
Q6MZP7,all,region,0
Q6MZP7,all,region,0
Q6MZP7,all,region,0
Q6MZP7,all,region,0
Q6MZP7,all,region,0
Q6MZP7,all,region,0
Q6MZP7,all,region,0
Q6MZP7,all,region,0
Q6MZP7,all,region,0
Q6MZP7,all,region,0
Q6MZP7,all,region,0
Q6MZP7,all,region,0
Q6MZP7,all,control,0
Q6MZP7,all,control,0
Q6MZP7,all,control,0
Q6MZP7,all,control,0
Q6MZP7,all,control,0
Q6MZP7,all,control,0
Q6MZP7,all,control,0
Q6MZP7,all,control,0
Q6MZP7,all,control,0
Q6MZP7,all,control,0
Q6MZP7,all,control,0
Q6MZP7,all,control,0
Q6MZP7,all,control,0
Q6MZP7,all,control,0
Q6MZP7,all,control,0
Q6MZP7,all,control,0
Q6MZP7,all,control,0
Q6MZP7,all,control,0
Q6MZP7,all,control,0
Q6MZP7,all,region,0
Q6MZP7,all,region,0
Q6MZP7,all,region,0
Q6MZP7,all,region,0
Q6MZP7,all,region,0
Q6MZP7,all,region,0
Q6MZP7,all,control,0
Q6MZP7,all,control,0
Q6MZP7,all,control,0
Q6MZP7,all,control,0
Q6MZP7,all,control,0
Q6MZP7,all,control,0
Q6MZP7,all,control,0
Q6MZP7,all,control,0
Q6MZP7,all,control,0
Q6N021,all,region,0
Q6N021,all,region,0
Q6N021,all,control,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,region,0
Q6P4R8,all,control,0
Q6P4R8,all,control,1
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,region,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6P4R8,all,control,0
Q6PCB5,all,control,0
Q6PCB5,all,control,0
Q6PCB5,all,control,0
Q6PCB5,all,control,0
Q6PJG2,all,region,0
Q6PJG2,all,region,0
Q6PJG2,all,region,0
Q6PJG2,all,region,0
Q6PJG2,all,control,0
Q6PJG2,all,control,0
Q6PJG2,all,control,0
Q6PJG2,all,control,0
Q6PJT7,all,region,1
Q6PJT7,all,region,0
Q6PJT7,all,control,0
Q6PJT7,all,control,0
Q6PJT7,all,control,0
Q6PJT7,all,control,0
Q6PJT7,all,control,0
Q6UN15,all,region,0
Q6UN15,all,region,0
Q6UN15,all,region,1
Q6UN15,all,region,0
Q6UN15,all,region,0
Q6UN15,all,region,0
Q6UN15,all,region,0
Q6UN15,all,region,0
Q6UN15,all,region,0
Q6UN15,all,region,0
Q6UN15,all,region,0
Q6UN15,all,region,0
Q6UN15,all,region,0
Q6UN15,all,region,0
Q6UN15,all,region,0
Q6UN15,all,region,0
Q6UN15,all,region,0
Q6UN15,all,region,0
Q6UN15,all,region,0
Q6UN15,all,region,0
Q6UN15,all,region,0
Q6UN15,all,region,0
Q6UN15,all,region,0
Q6UN15,all,region,0
Q6UN15,all,region,0
Q6UN15,all,control,0
Q6UN15,all,control,0
Q6UN15,all,control,0
Q6UN15,all,control,0
Q6UN15,all,control,1
Q6UUV7,all,region,0
Q6UUV7,all,control,0
Q6UUV7,all,control,0
Q6UUV7,all,region,0
Q6UUV7,all,region,0
Q6UUV7,all,control,0
Q6UUV7,all,control,0
Q6UUV7,all,control,0
Q6UUV7,all,region,0
Q6UUV7,all,region,0
Q6UUV7,all,region,0
Q6UUV7,all,region,0
Q6UUV7,all,region,0
Q6UUV7,all,region,0
Q6UUV7,all,region,0
Q6UUV7,all,region,0
Q6UUV7,all,region,0
Q6UUV7,all,region,0
Q6UUV7,all,region,0
Q6UUV7,all,control,0
Q6UUV7,all,control,0
Q6UUV7,all,control,0
Q6UUV7,all,control,0
Q6UUV7,all,control,0
Q6UUV7,all,control,0
Q6UUV7,all,control,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,1
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,1
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,control,0
Q6VMQ6,all,control,0
Q6VMQ6,all,control,0
Q6VMQ6,all,control,0
Q6VMQ6,all,control,0
Q6VMQ6,all,control,0
Q6VMQ6,all,control,0
Q6VMQ6,all,control,1
Q6VMQ6,all,control,0
Q6VMQ6,all,control,1
Q6VMQ6,all,control,0
Q6VMQ6,all,control,0
Q6VMQ6,all,control,0
Q6VMQ6,all,control,0
Q6VMQ6,all,region,0
Q6VMQ6,all,control,0
Q6VMQ6,all,control,1
Q6VMQ6,all,control,0
Q6VMQ6,all,control,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,control,0
Q6VMQ6,all,control,0
Q6VMQ6,all,control,0
Q6VMQ6,all,control,0
Q6VMQ6,all,control,0
Q6VMQ6,all,control,0
Q6VMQ6,all,control,0
Q6VMQ6,all,control,0
Q6VMQ6,all,control,1
Q6VMQ6,all,control,0
Q6VMQ6,all,control,1
Q6VMQ6,all,control,0
Q6VMQ6,all,control,0
Q6VMQ6,all,control,0
Q6VMQ6,all,control,0
Q6VMQ6,all,control,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,region,0
Q6VMQ6,all,control,1
Q6VMQ6,all,control,0
Q6VMQ6,all,control,0
Q6VMQ6,all,control,0
Q6W2J9,all,region,0
Q6W2J9,all,region,0
Q6W2J9,all,region,0
Q6W2J9,all,region,0
Q6W2J9,all,region,0
Q6W2J9,all,region,1
Q6W2J9,all,region,0
Q6W2J9,all,region,0
Q6W2J9,all,region,0
Q6W2J9,all,region,0
Q6W2J9,all,control,0
Q6W2J9,all,control,0
Q6ZN30,all,region,0
Q6ZN30,all,region,0
Q6ZRI6,all,region,0
Q6ZRI6,all,region,0
Q6ZU65,all,region,0
Q6ZU65,all,region,0
Q6ZU65,all,region,0
Q6ZU65,all,region,0
Q6ZU65,all,region,0
Q6ZU65,all,region,0
Q6ZU65,all,region,1
Q6ZU65,all,region,1
Q6ZU65,all,region,0
Q6ZU65,all,region,1
Q6ZU65,all,region,0
Q6ZU65,all,region,0
Q6ZU65,all,region,0
Q6ZU65,all,region,0
Q6ZU65,all,region,0
Q6ZU65,all,control,0
Q6ZU65,all,control,0
Q6ZU65,all,control,0
Q6ZU65,all,control,0
Q6ZU65,all,control,0
Q6ZU65,all,control,0
Q6ZU65,all,control,0
Q6ZU65,all,control,0
Q6ZU65,all,control,0
Q6ZU65,all,control,0
Q6ZU65,all,control,0
Q6ZU65,all,control,0
Q6ZU65,all,control,0
Q6ZU65,all,control,0
Q7LBC6,all,region,0
Q7LBC6,all,region,0
Q7LBC6,all,region,0
Q7LBC6,all,region,0
Q7LBC6,all,region,0
Q7LBC6,all,region,0
Q7LBC6,all,region,0
Q7LBC6,all,control,0
Q7LBC6,all,control,0
Q7LBC6,all,control,0
Q7LBC6,all,control,0
Q7LBC6,all,control,0
Q7LBC6,all,control,0
Q7LBC6,all,control,0
Q7LBC6,all,control,0
Q7LBC6,all,region,0
Q7LBC6,all,region,0
Q7LBC6,all,region,0
Q7LBC6,all,region,0
Q7LBC6,all,region,0
Q7LBC6,all,region,0
Q7LBC6,all,region,0
Q7LBC6,all,region,0
Q7LBC6,all,region,0
Q7LBC6,all,region,0
Q7LBC6,all,region,0
Q7LBC6,all,region,0
Q7LBC6,all,region,0
Q7LBC6,all,region,0
Q7LBC6,all,control,0
Q7LBC6,all,control,0
Q7LBC6,all,control,0
Q7LBC6,all,control,0
Q7LBC6,all,control,0
Q7LBC6,all,control,0
Q7LBC6,all,control,0
Q7LBC6,all,control,0
Q7LBC6,all,region,0
Q7LBC6,all,region,0
Q7LBC6,all,region,0
Q7LBC6,all,region,0
Q7LBC6,all,region,0
Q7LBC6,all,region,0
Q7LBC6,all,region,0
Q7LBC6,all,region,0
Q7LBC6,all,region,0
Q7LBC6,all,region,0
Q7LBC6,all,control,0
Q7LBC6,all,control,0
Q7LBC6,all,control,1
Q7LBC6,all,control,0
Q7LBC6,all,control,0
Q7LBC6,all,control,0
Q7LBC6,all,control,0
Q7LBC6,all,control,0
Q7LBC6,all,control,0
Q7LBC6,all,control,0
Q7Z2W4,all,region,0
Q7Z2W4,all,region,0
Q7Z2W4,all,region,0
Q7Z2W4,all,region,0
Q7Z2W4,all,region,0
Q7Z2W4,all,region,0
Q7Z2W4,all,region,0
Q7Z2W4,all,region,0
Q7Z2W4,all,control,0
Q7Z2W4,all,control,1
Q7Z2W4,all,control,0
Q7Z2W4,all,control,1
Q7Z2W4,all,control,0
Q7Z2W4,all,control,0
Q7Z2W4,all,control,0
Q7Z2W4,all,control,1
Q7Z2W4,all,control,0
Q7Z2W4,all,control,1
Q7Z2W4,all,control,0
Q7Z2W4,all,control,0
Q7Z3K3,all,control,0
Q7Z3K3,all,control,0
Q7Z3K3,all,control,0
Q7Z3K3,all,control,0
Q7Z3K3,all,control,0
Q7Z3K3,all,control,0
Q7Z3K3,all,region,0
Q7Z3K3,all,region,0
Q7Z3K3,all,control,0
Q7Z3K3,all,control,0
