accession,arm,observed,expected_length,expected_st,expected_disorder,n_oglcnac,n_phospho,n_st,length
Q96BD5,regional,3,0.2911764705882353,1.752212389380531,1.9462209302325584,11,18,113,680
Q96BJ8,all,0,0.0055555555555555,0.0526315789473684,0.0,2,2,76,720
Q96BK5,all,0,0.0396341463414634,0.2826086956521739,0.1818181818181818,1,13,46,328
Q96BR6,all,0,0.0150862068965517,0.1044776119402985,0.074074074074074,1,7,67,464
Q96BT1,all,0,0.0034246575342465,0.0217391304347826,0.0,1,1,46,292
Q96BY6,all,1,0.0402561756633119,0.2802547770700637,0.3608649789029535,2,44,314,2186
Q96BY7,all,0,0.0158806544754571,0.0985074626865671,0.2222222222222222,1,33,335,2078
Q96BZ4,all,0,0.0019762845849802,0.0142857142857142,0.0,1,1,70,506
Q96C19,all,0,0.0416666666666666,0.4545454545454545,0.5,1,10,22,240
Q96C36,all,1,0.09375,0.6666666666666666,0.4705882352941176,2,15,45,320
Q96C86,all,1,0.0148367952522255,0.1724137931034483,0.4,1,5,29,337
Q96CB8,all,0,0.2619047619047619,1.1,0.6831395348837209,11,11,110,462
Q96CB8,regional,0,0.1666666666666666,0.7,0.6831395348837209,7,11,110,462
Q96CP2,all,0,0.0785714285714285,0.5789473684210527,0.625,1,11,19,140
Q96CP6,all,1,0.0331491712707182,0.1860465116279069,0.2564102564102564,1,24,129,724
Q96CS3,all,1,0.0179775280898876,0.1777777777777777,0.375,1,8,45,445
Q96CV9,all,1,0.0935875216637781,0.7012987012987013,0.8148148148148148,2,27,77,577
Q96CW5,all,0,0.01212789415656,0.0887096774193548,0.0625,1,11,124,907
Q96D15,all,0,0.0030487804878048,0.0384615384615384,0.0625,1,1,26,328
Q96D71,all,1,0.2562814070351759,1.3691275167785235,1.3132678132678133,3,68,149,796
Q96DB5,all,0,0.0127388535031847,0.1111111111111111,0.3333333333333333,1,4,36,314
Q96DF8,all,2,0.1701680672268907,1.2461538461538462,1.6666666666666667,3,27,65,476
Q96DH6,all,0,0.0152439024390243,0.131578947368421,0.0,1,5,38,328
Q96DI7,all,0,0.011204481792717,0.0784313725490196,0.5,1,4,51,357
Q96DM1,all,0,0.0136752136752136,0.1,0.1,1,8,80,585
Q96DN6,all,0,0.0069790628115653,0.0434782608695652,0.07,1,7,161,1003
Q96DX4,all,0,0.0052083333333333,0.0384615384615384,0.0,1,3,78,576
Q96E11,all,0,0.0229007633587786,0.1764705882352941,0.0,1,6,34,262
Q96E93,all,0,0.0102564102564102,0.0588235294117647,0.0,1,2,34,195
Q96EB1,all,0,0.0283018867924528,0.2033898305084746,0.0,2,6,59,424
Q96EB6,all,1,0.0455153949129852,0.4146341463414634,0.44,1,34,82,747
Q96EF0,all,0,0.002840909090909,0.0219780219780219,0.0588235294117647,1,2,91,704
Q96EG3,all,0,0.0112994350282485,0.1034482758620689,0.0769230769230769,1,6,58,531
Q96EK5,all,0,0.0064412238325281,0.0851063829787234,0.0,1,4,47,621
Q96ES7,all,0,0.0238907849829351,0.2258064516129032,0.0,1,7,31,293
Q96EV2,all,4,0.2735042735042735,2.406015037593985,2.642857142857143,10,32,133,1170
Q96EV2,regional,1,0.1094017094017094,0.962406015037594,1.0714285714285714,4,32,133,1170
Q96EV8,all,0,0.0626780626780626,0.3928571428571428,0.1538461538461538,2,11,56,351
Q96EY7,all,0,0.0174165457184325,0.1304347826086956,0.0857648099027409,2,6,92,689
Q96EZ4,all,0,0.0063897763578274,0.0476190476190476,0.0,1,2,42,313
Q96F07,all,0,0.0062597809076682,0.0606060606060606,0.048780487804878,2,4,132,1278
Q96F45,all,0,0.0278637770897832,0.1451612903225806,0.1481481481481481,1,18,124,646
Q96F46,all,0,0.010392609699769,0.09,0.0384615384615384,1,9,100,866
Q96FC7,all,0,0.0186170212765957,0.1320754716981132,0.1481481481481481,1,7,53,376
Q96G23,all,0,0.0131578947368421,0.1282051282051282,0.03125,1,5,39,380
Q96G28,all,0,0.0175438596491228,0.1666666666666666,0.2727272727272727,1,6,36,342
Q96G42,all,1,0.005050505050505,0.0375,0.0625,1,3,80,594
Q96GD3,all,0,0.0151515151515151,0.0980392156862745,0.0476190476190476,1,10,102,660
Q96GM5,all,0,0.0077669902912621,0.0769230769230769,0.0,1,4,52,515
Q96GM8,all,0,0.0156862745098039,0.1269841269841269,0.0,1,8,63,510
Q96GW7,all,0,0.0032930845225027,0.02803738317757,0.0333333333333333,1,3,107,911
Q96GX5,all,2,0.204778156996587,1.25,1.1896551724137931,3,60,144,879
Q96GY0,all,0,0.08,0.5416666666666666,0.3636363636363636,2,13,48,325
Q96HA1,all,1,1.8710968775020016,7.514469453376206,9.09667711598746,41,57,311,1249
Q96HA1,regional,1,1.0496397117694156,4.215434083601286,5.068843608498781,23,57,311,1249
Q96HA7,all,0,0.0304789550072568,0.2641509433962264,0.4062968515742129,2,21,159,1378
Q96HB5,all,0,0.0396825396825396,0.2873563218390804,0.2,1,25,87,630
Q96HC4,all,11,1.721476510067114,9.679245283018869,10.223214285714285,27,38,106,596
Q96HC4,regional,10,1.4664429530201342,8.245283018867925,8.678571428571429,23,38,106,596
Q96HD1,all,0,0.0047619047619047,0.048780487804878,0.0714285714285714,2,1,41,420
Q96HE7,all,0,0.0149572649572649,0.1489361702127659,0.0869565217391304,1,7,47,468
Q96HI0,all,0,0.0185430463576158,0.1386138613861386,0.09375,1,14,101,755
Q96HP0,all,1,0.0185637518319491,0.1423220973782771,0.225,1,38,267,2047
Q96HW7,all,0,0.0103842159916926,0.0884955752212389,0.075,1,10,113,963
Q96I24,all,5,0.5594405594405595,5.245901639344262,4.988571428571428,16,20,61,572
Q96I24,regional,0,0.2097902097902098,1.9672131147540983,1.7028571428571428,6,20,61,572
Q96I59,all,0,0.0062893081761006,0.0566037735849056,0.0,1,3,53,477
Q96IZ0,all,1,0.1,0.7727272727272727,0.7307692307692308,2,17,44,340
Q96IZ5,all,0,0.0145278450363196,0.1034482758620689,0.1538461538461538,2,3,58,413
Q96IZ7,all,1,0.1317365269461078,0.6376811594202898,0.6071428571428571,2,22,69,334
Q96JB6,all,0,0.0026455026455026,0.024390243902439,0.0,1,2,82,756
Q96JB8,all,0,0.0047095761381475,0.0434782608695652,0.0,1,3,69,637
Q96JE9,all,0,0.029520295202952,0.2790697674418604,0.2419354838709677,4,6,86,813
Q96JF6,all,0,0.0111524163568773,0.0825688073394495,0.1166666666666666,1,9,109,807
Q96JG6,all,1,0.0269709543568464,0.2047244094488189,0.3461538461538461,1,26,127,964
Q96JG9,all,0,0.0103718694662281,0.0699658703071672,0.087719298245614,1,41,586,3953
Q96JH7,all,1,0.1718494271685761,1.2280701754385963,1.0295652173913044,6,35,171,1222
Q96JH7,regional,1,0.1145662847790507,0.8187134502923976,0.6817391304347826,4,35,171,1222
Q96JK9,all,0,0.0140597539543057,0.0975609756097561,0.0786605904497721,2,8,164,1138
Q96JM2,all,0,0.0937749401436552,0.6385869565217391,0.7357825419324356,5,47,368,2506
Q96JM3,all,4,0.955665024630542,5.58273381294964,5.712121212121212,8,97,139,812
Q96JM3,regional,1,0.5972906403940886,3.489208633093525,3.484848484848485,5,97,139,812
Q96JN0,all,2,0.0785219399538106,0.3820224719101123,0.4736842105263157,2,17,89,433
Q96JY6,all,5,0.6392045454545454,3.2142857142857144,3.9475806451612905,5,45,70,352
Q96K21,all,0,0.1273885350318471,1.0909090909090908,1.3571428571428572,3,20,55,471
Q96K21,regional,0,0.1273885350318471,1.0909090909090908,1.3571428571428572,3,20,55,471
Q96K80,all,0,0.0138248847926267,0.1071428571428571,0.2727272727272727,2,3,56,434
Q96K83,all,1,0.0068649885583524,0.0439024390243902,0.081081081081081,1,9,205,1311
Q96KA5,all,0,0.0092936802973977,0.072463768115942,0.0,1,5,69,538
Q96KM6,all,4,0.4899103139013453,3.5528455284552845,4.162736488317884,19,23,123,892
Q96KM6,regional,2,0.3094170403587444,2.2439024390243905,2.7552447552447554,12,23,123,892
Q96KR1,all,3,1.2085661080074488,7.502890173410405,7.56043956043956,59,22,173,1074
Q96KR1,regional,3,0.7988826815642458,4.959537572254336,6.327212261422787,39,22,173,1074
Q96KW2,all,0,0.0038647342995169,0.016,0.0,2,2,250,1035
Q96L73,all,0,0.0452522255192878,0.2997542997542997,0.2597402597402597,2,61,407,2696
Q96L91,all,9,1.247863247863248,9.103926096997691,10.595342181006265,54,73,433,3159
Q96L91,regional,6,0.9012345679012346,6.575057736720554,7.789950457422495,39,73,433,3159
Q96LC9,all,0,0.0217391304347826,0.25,0.6666666666666666,1,4,16,184
Q96LI5,all,0,0.0054054054054054,0.0491803278688524,0.0,1,3,61,555
Q96LI9,all,1,0.0180722891566265,0.1578947368421052,0.5,2,3,38,332
Q96LL4,all,0,0.006269592476489,0.0363636363636363,0.0,1,2,55,319
Q96LU7,all,1,0.0043956043956043,0.0296296296296296,0.0566037735849056,1,4,135,910
Q96LW1,all,0,0.0049019607843137,0.03,0.06,1,3,100,612
Q96LW4,all,0,0.0160714285714285,0.1384615384615384,0.15,1,9,65,560
Q96M02,all,0,0.0171673819742489,0.116504854368932,0.1764705882352941,1,12,103,699
Q96M27,all,1,0.4134831460674157,2.271604938271605,0.7066985645933014,23,8,81,445
Q96M27,regional,0,0.2876404494382023,1.5802469135802468,0.5105263157894737,16,8,81,445
Q96M29,all,0,0.0123711340206185,0.0952380952380952,0.1841491841491841,2,3,63,485
Q96M83,all,0,0.0101083032490974,0.0614035087719298,0.1428571428571428,1,14,228,1385
Q96M91,all,1,0.0038910505836575,0.0714285714285714,0.1428571428571428,1,2,28,514
Q96MB7,all,0,0.0114613180515759,0.0769230769230769,0.0571428571428571,1,4,52,349
Q96ME7,all,0,0.0158730158730158,0.1153846153846153,0.08,1,9,78,567
Q96MH7,all,0,0.0031347962382445,0.0188679245283018,0.0294117647058823,1,2,106,638
Q96MM7,all,1,0.0198347107438016,0.1538461538461538,0.1818181818181818,1,12,78,605
Q96MU7,all,0,0.0536451169188445,0.4148936170212766,0.1666666666666666,1,39,94,727
Q96MW7,all,0,0.0118443316412859,0.0760869565217391,0.088235294117647,1,7,92,591
Q96MY1,all,1,0.2201834862385321,1.032258064516129,0.7362637362637363,8,12,93,436
Q96MY1,regional,0,0.110091743119266,0.5161290322580645,0.2448979591836734,4,12,93,436
Q96MY7,all,0,0.0123647604327666,0.0909090909090909,0.131578947368421,1,8,88,647
Q96N06,all,0,0.0863309352517985,0.48,0.6666666666666666,2,6,25,139
Q96N46,all,0,0.0753246753246753,0.4873949579831932,0.5581395348837209,2,29,119,770
Q96N67,all,1,0.0883177570093458,0.6077170418006431,0.4857142857142857,3,63,311,2140
Q96N76,all,0,0.0088757396449704,0.0857142857142857,0.0965116279069767,2,3,70,676
Q96NB3,all,0,0.0349462365591397,0.2765957446808511,0.1818181818181818,1,13,47,372
Q96NJ6,all,0,0.0199203187250996,0.1492537313432835,0.2142857142857142,1,10,67,502
Q96NU0,all,0,0.0007763975155279,0.005050505050505,0.0,1,1,198,1288
Q96NW7,all,1,0.0247234873129473,0.1630901287553648,0.2307692307692307,2,19,233,1537
Q96P16,all,1,0.048076923076923,0.3846153846153846,0.3809523809523809,1,15,39,312
Q96PC5,all,0,0.0141643059490084,0.1047120418848167,0.0208333333333333,1,20,191,1412
Q96PF2,all,0,0.0027932960893854,0.025,0.0,1,1,40,358
Q96PK6,all,15,1.1434977578475336,6.652173913043479,8.265934065934067,17,45,115,669
Q96PK6,regional,5,0.336322869955157,1.9565217391304348,1.7487179487179487,5,45,115,669
Q96PN6,all,1,0.0186335403726708,0.1875,0.2250322580645161,3,10,160,1610
Q96PP9,all,0,0.0109375,0.1044776119402985,0.2068965517241379,1,7,67,640
Q96PU5,all,1,0.082051282051282,0.6557377049180327,1.2307692307692308,2,40,122,975
Q96PU8,all,1,0.0791788856304985,0.8181818181818182,0.75,3,9,33,341
Q96PV0,all,0,0.0104244229337304,0.0710659898477157,0.1764705882352941,1,14,197,1343
Q96PV6,all,0,0.03,0.2016806722689075,0.3507214206437292,4,6,119,800
Q96PY5,all,2,0.0883977900552486,0.8347826086956521,1.2630434782608695,4,24,115,1086
Q96PZ0,all,0,0.021180030257186,0.1728395061728395,0.1428571428571428,1,14,81,661
Q96Q04,all,0,0.0041095890410958,0.0365853658536585,0.0493827160493827,1,6,164,1460
Q96Q11,all,0,0.0115207373271889,0.1136363636363636,0.0,1,5,44,434
Q96Q15,all,0,0.0147500682873531,0.0996309963099631,0.4081632653061224,1,54,542,3661
Q96Q89,all,0,0.1126373626373626,0.8299595141700404,0.934435648621042,5,41,247,1820
Q96QB1,all,1,0.0294502617801047,0.1737451737451737,0.1,1,45,259,1528
Q96QC0,all,2,0.1446808510638297,1.3877551020408163,1.5272727272727271,4,34,98,940
Q96QE3,all,1,0.0314533622559652,0.1795665634674922,0.25,1,58,323,1844
Q96QE5,all,0,0.0083333333333333,0.0576923076923076,0.0526315789473684,1,3,52,360
Q96QS3,all,0,0.0071174377224199,0.0555555555555555,0.1,1,4,72,562
Q96QT6,all,4,0.4043824701195219,2.4457831325301207,3.2717161503814687,14,29,166,1004
Q96QT6,regional,2,0.0866533864541832,0.5240963855421686,1.3255813953488371,3,29,166,1004
Q96QZ7,all,0,0.0207914151576123,0.1441860465116279,0.0545454545454545,1,31,215,1491
Q96R06,all,1,0.0502933780385582,0.3015075376884422,0.4444444444444444,1,60,199,1193
Q96RD6,all,0,0.001477104874446,0.015625,0.0,1,1,64,677
Q96RD7,all,0,0.0093896713615023,0.0754716981132075,0.0444444444444444,1,4,53,426
Q96RK0,all,0,0.0250297973778307,0.2423076923076923,0.1315259980938261,7,9,260,2517
Q96RN5,all,0,0.1015228426395939,0.7619047619047619,1.38126159554731,10,8,105,788
Q96RN5,regional,0,0.0609137055837563,0.4571428571428571,0.8654916512059369,6,8,105,788
Q96RP9,all,0,0.0119840213049267,0.1125,0.04,1,9,80,751
Q96RR4,all,0,0.0289115646258503,0.2266666666666666,0.0416666666666666,1,17,75,588
Q96RT1,all,0,0.1133144475920679,0.6751054852320675,0.8051948051948052,2,80,237,1412
Q96RT8,all,0,0.0234375,0.1791044776119403,0.0597014925373134,2,12,134,1024
Q96RW7,all,0,0.011357586512866,0.0759193357058125,0.0941176470588235,2,32,843,5635
Q96RY5,all,0,0.0173364854215918,0.102803738317757,0.1617647058823529,1,22,214,1269
Q96S06,all,0,0.001763668430335,0.0163934426229508,0.25,1,1,61,567
Q96S15,all,0,0.0151898734177215,0.1176470588235294,0.2,1,12,102,790
Q96S16,all,0,0.0037878787878787,0.0303030303030303,0.0,1,1,33,264
Q96S52,all,0,0.0144144144144144,0.1126760563380281,0.16,2,4,71,555
Q96S55,all,1,0.037593984962406,0.2976190476190476,0.0769230769230769,1,25,84,665
Q96SB8,all,2,0.0256645279560036,0.2522522522522522,0.286774628879892,2,14,111,1091
Q96SD1,all,0,0.0346820809248554,0.1935483870967742,0.0294117647058823,1,24,124,692
Q96SI9,all,0,0.0148809523809523,0.1111111111111111,0.0,1,10,90,672
Q96ST2,all,5,0.6593406593406593,4.029850746268656,4.578643578643579,6,90,134,819
Q96ST3,all,3,0.3024351924587588,2.5,4.188834154351396,11,35,154,1273
Q96ST3,regional,1,0.1099764336213668,0.9090909090909092,1.522167487684729,4,35,154,1273
Q96T37,all,0,0.1617195496417605,0.9875,0.7852389594676346,2,79,160,977
Q96T51,all,0,0.0282485875706214,0.2631578947368421,0.2916666666666667,1,20,76,708
Q96T58,all,15,3.521561135371179,21.22203947368421,19.986255795079323,69,187,608,3664
Q96T58,regional,10,1.8373362445414847,11.072368421052632,10.908631379219614,36,187,608,3664
Q96TA1,all,0,0.0442359249329758,0.3837209302325581,0.0909090909090909,1,33,86,746
Q96TA2,all,1,0.038809831824062,0.2777777777777778,0.3240909090909091,5,6,108,773
Q99081,all,6,1.313782991202346,5.270588235294118,5.776292335115865,16,56,170,682
Q99424,all,0,0.0044052863436123,0.034090909090909,0.0,1,3,88,681
Q99439,all,3,0.2135922330097087,1.5,1.9285714285714288,3,22,44,309
Q99460,all,0,0.0199370409233997,0.1844660194174757,0.2,1,19,103,953
Q99490,all,1,0.0327181208053691,0.1764705882352941,0.3673469387755102,1,39,221,1192
Q99496,all,0,0.0208333333333333,0.1272727272727272,0.25,1,7,55,336
Q99504,all,3,0.2233856893542757,1.0847457627118644,1.998916827852998,8,16,118,573
Q99504,regional,3,0.0837696335078534,0.4067796610169492,1.2272727272727273,3,16,118,573
Q99536,all,0,0.0279898218829516,0.2894736842105263,0.0,1,11,38,393
Q99538,all,0,0.0138568129330254,0.1176470588235294,0.0714285714285714,1,6,51,433
Q99543,all,1,0.0483091787439613,0.4761904761904761,0.3719298245614035,3,10,63,621
Q99569,all,1,0.0830536912751677,0.44,0.5972222222222222,1,99,225,1192
Q99575,all,0,0.0205078125,0.1627906976744186,0.3181818181818182,1,21,129,1024
Q99583,all,0,0.0206185567010309,0.1714285714285714,0.1678321678321678,3,4,70,582
Q99590,all,2,0.3246753246753247,1.6843971631205674,2.071085251707564,5,95,282,1463
Q99594,all,2,0.0689655172413793,0.4615384615384615,0.5454545454545454,3,10,65,435
Q99607,all,1,0.0663650075414781,0.3259259259259259,0.4307692307692308,4,11,135,663
Q99613,all,0,0.0208105147864184,0.1881188118811881,0.3043478260869565,1,19,101,913
Q99614,all,1,0.0821917808219178,0.7741935483870968,1.0416666666666663,2,12,31,292
Q99623,all,0,0.0535117056856187,0.5,0.5333333333333333,1,16,32,299
Q99627,all,0,0.0095693779904306,0.1,0.1,1,2,20,209
Q99640,all,1,0.0581162324649298,0.453125,0.68,1,29,64,499
Q99661,all,2,0.0882758620689655,0.6530612244897959,1.0857142857142856,2,32,98,725
Q99698,all,1,0.0294659300184162,0.2074074074074074,0.631578947368421,2,56,540,3801
Q99700,all,4,1.0144706778370145,5.526970954356846,5.698474845181432,18,74,241,1313
Q99700,regional,0,0.5072353389185073,2.763485477178423,3.0306054557551563,9,74,241,1313
Q99714,all,1,0.0344827586206896,0.36,0.3076923076923077,1,9,25,261
Q99715,all,0,0.009794319294809,0.059171597633136,0.0853658536585365,1,30,507,3063
Q99717,all,0,0.0473118279569892,0.3142857142857143,0.625,2,11,70,465
Q99728,all,0,0.036036036036036,0.2333333333333333,0.15,1,28,120,777
Q99729,all,0,0.0150602409638554,0.15625,0.0909090909090909,1,5,32,332
Q99808,all,1,0.0197368421052631,0.1428571428571428,0.3333333333333333,1,9,63,456
Q99816,all,0,0.023076923076923,0.173076923076923,0.0,1,9,52,390
Q99856,all,1,0.1011804384485666,0.8695652173913043,0.8769913288969551,4,15,69,593
Q99959,all,1,0.0624290578887627,0.3900709219858156,0.725,1,55,141,881
Q99961,all,0,0.0489130434782608,0.45,0.392156862745098,2,9,40,368
Q99963,all,0,0.0172910662824207,0.1463414634146341,0.0416666666666666,1,6,41,347
Q99973,all,0,0.0114198705748001,0.0847457627118644,0.0897435897435897,2,15,354,2627
Q99985,all,0,0.0079893475366178,0.0545454545454545,0.0769230769230769,1,6,110,751
Q9BPX5,all,0,0.0196078431372549,0.1875,0.0,1,3,16,153
Q9BPZ7,all,0,0.0613026819923371,0.3855421686746988,0.6086956521739131,2,16,83,522
Q9BQ04,all,0,0.0389972144846796,0.2857142857142857,0.1333333333333333,2,7,49,359
Q9BQ24,all,1,0.017094017094017,0.1481481481481481,0.0833333333333333,1,4,27,234
Q9BQ52,all,0,0.0181598062953995,0.1630434782608695,0.0384615384615384,1,15,92,826
Q9BQ75,all,0,0.014336917562724,0.1290322580645161,0.1428571428571428,1,4,31,279
Q9BQC3,all,2,0.0572597137014314,0.5490196078431373,1.25,2,14,51,489
Q9BQF6,all,0,0.0142857142857142,0.0735294117647058,0.1,1,15,204,1050
Q9BQG0,all,1,0.0813253012048192,0.6545454545454545,0.8441452468380253,2,54,165,1328
Q9BQI6,all,0,0.0066162570888468,0.0526315789473684,0.0,1,7,133,1058
Q9BR76,all,0,0.0368098159509202,0.2950819672131147,0.2714285714285714,2,9,61,489
Q9BRQ8,all,0,0.0053619302949061,0.0425531914893617,0.0384615384615384,1,2,47,373
Q9BRR8,all,0,0.0161117078410311,0.1102941176470588,0.1,1,15,136,931
Q9BSH4,all,0,0.0067340067340067,0.0666666666666666,0.0714285714285714,1,2,30,297
Q9BSJ8,all,1,0.0706521739130434,0.5531914893617021,0.91812865497076,2,39,141,1104
Q9BSQ5,all,0,0.036036036036036,0.2077922077922078,0.1111111111111111,1,16,77,444
Q9BT09,all,1,0.0935251798561151,0.7027027027027027,1.5,2,13,37,278
Q9BTA9,all,6,1.2751159196290571,5.392156862745098,5.055097087378641,15,55,153,647
Q9BTA9,regional,4,0.9350850077279752,3.954248366013072,3.238398058252427,11,55,153,647
Q9BTC0,all,5,1.2571428571428571,9.202614379084968,10.10637898686679,32,88,306,2240
Q9BTC0,regional,4,0.9035714285714286,6.61437908496732,7.337804878048781,23,88,306,2240
Q9BTK6,all,1,0.1299212598425196,0.8918918918918919,0.8823529411764706,3,11,37,254
Q9BTV7,all,0,0.0188284518828451,0.1451612903225806,0.0,1,9,62,478
Q9BTX1,all,0,0.0311572700296735,0.1909090909090909,0.2105263157894736,1,21,110,674
Q9BU40,all,0,0.006578947368421,0.0555555555555555,0.0555555555555555,1,3,54,456
Q9BUG6,all,0,0.0161290322580645,0.1111111111111111,0.0625,1,8,72,496
Q9BUH6,all,1,0.0490196078431372,0.4166666666666667,0.8333333333333334,1,10,24,204
Q9BUJ2,all,0,0.1144859813084112,1.1395348837209305,1.2272727272727273,7,14,86,856
Q9BUJ2,regional,0,0.0817757009345794,0.813953488372093,1.0227272727272727,5,14,86,856
Q9BUL9,all,1,0.0452261306532663,0.3461538461538461,0.7777777777777778,1,9,26,199
Q9BV35,all,0,0.0042735042735042,0.04,0.0,1,2,50,468
Q9BV73,all,2,0.0425880425880425,0.4227642276422764,0.5882352941176471,2,52,246,2442
Q9BVA0,all,0,0.0335877862595419,0.2291666666666666,0.4444444444444444,1,22,96,655
Q9BVC6,all,0,0.0082304526748971,0.0689655172413793,0.3333333333333333,1,2,29,243
Q9BVL2,all,0,0.1469115191986644,0.6027397260273972,0.6306818181818181,44,2,146,599
Q9BVL2,regional,0,0.1001669449081803,0.410958904109589,0.365530303030303,30,2,146,599
Q9BVP2,all,0,0.0255009107468123,0.2153846153846154,0.1,1,14,65,549
Q9BVT8,all,1,0.065040650406504,0.4444444444444444,0.5714285714285714,2,8,36,246
Q9BW30,all,0,0.0113636363636363,0.0909090909090909,0.0,1,2,22,176
Q9BW62,all,0,0.0061224489795918,0.0625,0.0952380952380952,1,3,48,490
Q9BWF2,all,0,0.0255863539445629,0.2,0.3072463768115941,2,6,60,469
Q9BWF3,all,2,0.3324175824175824,2.4693877551020407,2.1519607843137254,11,11,49,364
Q9BWF3,regional,1,0.2115384615384615,1.5714285714285714,1.392156862745098,7,11,49,364
Q9BWG4,all,1,0.0155844155844155,0.109090909090909,0.1111111111111111,1,6,55,385
Q9BWK5,all,0,0.0254777070063694,0.1428571428571428,0.125,1,4,28,157
Q9BWN1,all,0,0.029059829059829,0.1808510638297872,0.125,1,17,94,585
Q9BWW4,all,2,0.0360824742268041,0.2692307692307692,0.4892857142857142,2,7,52,388
Q9BX66,all,1,0.0572755417956656,0.3032786885245901,0.2121212121212121,1,74,244,1292
Q9BX84,all,0,0.0074183976261127,0.0524475524475524,0.0444444444444444,1,15,286,2022
Q9BXB4,all,0,0.0267737617135207,0.1550387596899224,0.3636363636363636,1,20,129,747
Q9BXC9,all,0,0.0055478502080443,0.0404040404040404,0.0,1,4,99,721
Q9BXF6,all,0,0.0826952526799387,0.4462809917355372,0.55,1,54,121,653
Q9BXJ3,all,0,0.0364741641337386,0.3157894736842105,0.0,2,6,38,329
Q9BXL7,all,1,0.0337954939341421,0.2708333333333333,0.282051282051282,1,39,144,1154
Q9BXP5,all,1,0.0353881278538812,0.4246575342465753,0.3333333333333333,1,31,73,876
Q9BXS0,all,0,0.0030581039755351,0.0555555555555555,0.04,1,2,36,654
Q9BXS5,all,1,0.0260047281323877,0.2075471698113207,0.074074074074074,1,11,53,423
Q9BXS6,all,3,0.2925170068027211,1.7671232876712328,1.725,3,43,73,441
Q9BXT4,all,0,0.0084745762711864,0.0694444444444444,0.0428571428571428,1,10,144,1180
Q9BXT5,all,0,0.0279670132664037,0.1526418786692759,0.1634393910430174,3,26,511,2789
Q9BXT6,all,0,0.0090834021469859,0.0700636942675159,0.1875,1,11,157,1211
Q9BXU1,all,0,0.0255152109911678,0.2047244094488189,0.2330779054916986,2,13,127,1019
Q9BXU7,all,0,0.0021905805038335,0.0166666666666666,0.0769230769230769,2,1,120,913
Q9BXW6,all,0,0.0178947368421052,0.146551724137931,0.03125,1,17,116,950
Q9BXW7,all,0,0.0023640661938534,0.0277777777777777,0.0,1,1,36,423
Q9BXX3,all,1,0.0093056549749463,0.0722222222222222,0.0909090909090909,1,13,180,1397
Q9BY49,all,0,0.0165016501650165,0.1219512195121951,0.1034482758620689,1,5,41,303
Q9BY77,all,1,0.0570071258907363,0.4285714285714285,0.4285714285714285,1,24,56,421
Q9BYC2,all,0,0.0038684719535783,0.04,0.0,1,2,50,517
Q9BYE2,all,0,0.0221843003412969,0.1192660550458715,0.1764705882352941,1,13,109,586
Q9BYJ9,all,1,0.3220035778175313,1.9565217391304348,1.2539184952978055,15,12,92,559
Q9BYJ9,regional,1,0.2790697674418604,1.6956521739130437,1.0940438871473357,13,12,92,559
Q9BYP7,all,0,0.0383333333333333,0.2035398230088495,0.2028174101499006,3,23,339,1800
Q9BYV7,all,0,0.001727115716753,0.0158730158730158,0.0,1,1,63,579
Q9BYV8,all,0,0.0268096514745308,0.1886792452830188,0.1428571428571428,1,10,53,373
Q9BYV9,all,0,0.0570749108204518,0.3503649635036496,0.2295566502463054,3,16,137,841
Q9BYW2,all,0,0.0897035881435257,0.4893617021276595,0.5365853658536586,2,115,470,2564
Q9BYX2,all,0,0.0161637931034482,0.1595744680851064,0.1363636363636363,1,15,94,928
Q9BZ95,all,0,0.0271398747390396,0.1893203883495145,0.0,1,39,206,1437
Q9BZE4,all,0,0.0252365930599369,0.2580645161290322,0.3636363636363636,1,16,62,634
Q9BZE9,all,1,0.0198915009041591,0.1549295774647887,0.35,1,11,71,553
Q9BZF2,all,1,0.0427553444180522,0.2769230769230769,0.4646464646464646,2,18,130,842
Q9BZF9,all,0,0.0134180790960451,0.1210191082802547,0.1458333333333333,1,19,157,1416
Q9BZL6,all,2,0.0911161731207289,0.6611570247933884,1.0303030303030305,2,40,121,878
Q9BZM4,all,0,0.0040983606557377,0.0333333333333333,0.05,1,1,30,244
Q9BZR8,all,0,0.018348623853211,0.1224489795918367,0.2,1,6,49,327
Q9BZY9,all,0,0.0070588235294117,0.0517241379310344,0.0,1,3,58,425
Q9C099,all,1,0.0067829457364341,0.0642201834862385,0.1081081081081081,1,7,109,1032
Q9C0A1,all,0,0.0066096423017107,0.0454545454545454,0.0444444444444444,1,17,374,2572
Q9C0A6,all,1,0.6102635228848821,2.8758169934640523,2.7422038285769075,22,40,306,1442
Q9C0A6,regional,0,0.2496532593619972,1.1764705882352942,1.0748649771499792,9,40,306,1442
Q9C0B2,all,0,0.0025252525252525,0.0186915887850467,0.0357142857142857,1,4,214,1584
Q9C0B9,all,0,0.0441426146010186,0.2765957446808511,0.2580645161290322,2,26,188,1178
Q9C0C2,all,0,0.1873915558126084,1.136842105263158,1.118279569892473,2,162,285,1729
Q9C0C7,all,2,0.184899845916795,0.963855421686747,0.9845258844034104,10,24,249,1298
Q9C0C7,regional,1,0.110939907550077,0.5783132530120482,0.54210042865891,6,24,249,1298
Q9C0D2,all,1,0.0672818146866589,0.3897550111358575,0.3991536940943909,5,35,449,2601
